Episode,MiniLM_Pk,MiniLM_WD,MiniLM_Precision,MiniLM_Recall,TextTiling_Pk,TextTiling_WD,TextTiling_Precision,TextTiling_Recall
podcast_01,0.4282147315855181,0.5143570536828964,0.13043478260869565,0.13043478260869565,0.4912826899128269,0.5062266500622665,0.02,0.043478260869565216
podcast_08,0.4897959183673469,0.4897959183673469,0.0,0.0,0.4262114537444934,0.4262114537444934,0.03125,0.07692307692307693
podcast_20,0.3365591397849462,0.3989247311827957,0.13333333333333333,0.3333333333333333,0.4166666666666667,0.41865079365079366,0.1,0.5
podcast_21,0.59392575928009,0.59392575928009,0.0,0.0,0.5324074074074074,0.5324074074074074,0.0,0.0
